,Status,Levels,Rooms,Materials,Engagement,labels,source
313,"no longer leaking, wet >1 day",1 floor,5 or more rooms,walls,contractor,FS,water
314,"no longer leaking, wet >1 day",1 floor,5 or more rooms,walls,attorney,FS,water
315,"no longer leaking, wet >1 day",1 floor,5 or more rooms,walls,public adjuster,FS,water
316,"no longer leaking, wet >1 day",1 floor,5 or more rooms,ceiling,no,CCC,water
317,"no longer leaking, wet >1 day",1 floor,5 or more rooms,ceiling,contractor,FS,water
318,"no longer leaking, wet >1 day",1 floor,5 or more rooms,ceiling,attorney,FS,water
319,"no longer leaking, wet >1 day",1 floor,5 or more rooms,ceiling,public adjuster,FS,water
320,"no longer leaking, wet >1 day",1 floor,5 or more rooms,cabinets,no,CCC,water
321,"no longer leaking, wet >1 day",1 floor,5 or more rooms,cabinets,contractor,FS,water
322,"no longer leaking, wet >1 day",1 floor,5 or more rooms,cabinets,attorney,FS,water
323,"no longer leaking, wet >1 day",1 floor,5 or more rooms,cabinets,public adjuster,FS,water
324,"no longer leaking, wet >1 day",1 floor,5 or more rooms,vinyl floor covering,no,CCC,water
325,"no longer leaking, wet >1 day",1 floor,5 or more rooms,vinyl floor covering,contractor,FS,water
326,"no longer leaking, wet >1 day",1 floor,5 or more rooms,vinyl floor covering,attorney,FS,water
327,"no longer leaking, wet >1 day",1 floor,5 or more rooms,vinyl floor covering,public adjuster,FS,water
328,"no longer leaking, wet >1 day",1 floor,5 or more rooms,fixtures,no,CCC,water
329,"no longer leaking, wet >1 day",1 floor,5 or more rooms,fixtures,contractor,FS,water
330,"no longer leaking, wet >1 day",1 floor,5 or more rooms,fixtures,attorney,FS,water
331,"no longer leaking, wet >1 day",1 floor,5 or more rooms,fixtures,public adjuster,FS,water
332,"no longer leaking, wet >1 day",1 floor,5 or more rooms,contents (personal belongings),no,CCC,water
333,"no longer leaking, wet >1 day",1 floor,5 or more rooms,contents (personal belongings),contractor,FS,water
334,"no longer leaking, wet >1 day",1 floor,5 or more rooms,contents (personal belongings),attorney,FS,water
335,"no longer leaking, wet >1 day",1 floor,5 or more rooms,contents (personal belongings),public adjuster,FS,water
336,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,floors,no,CCC,water
337,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,floors,contractor,FS,water
338,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,floors,attorney,FS,water
339,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,floors,public adjuster,FS,water
340,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,walls,no,CCC,water
341,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,walls,contractor,FS,water
342,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,walls,attorney,FS,water
343,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,walls,public adjuster,FS,water
344,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,ceiling,no,CCC,water
345,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,ceiling,contractor,FS,water
346,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,ceiling,attorney,FS,water
347,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,ceiling,public adjuster,FS,water
348,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,cabinets,no,CCC,water
349,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,cabinets,contractor,FS,water
350,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,cabinets,attorney,FS,water
351,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,cabinets,public adjuster,FS,water
352,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,vinyl floor covering,no,CCC,water
353,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,vinyl floor covering,contractor,FS,water
354,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,vinyl floor covering,attorney,FS,water
355,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,vinyl floor covering,public adjuster,FS,water
356,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,fixtures,no,CCC,water
357,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,fixtures,contractor,FS,water
358,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,fixtures,attorney,FS,water
359,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,fixtures,public adjuster,FS,water
360,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,contents (personal belongings),no,CCC,water
361,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,contents (personal belongings),contractor,FS,water
362,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,contents (personal belongings),attorney,FS,water
363,"no longer leaking, wet >1 day",2 floors or more,1-2 rooms,contents (personal belongings),public adjuster,FS,water
364,"no longer leaking, wet >1 day",2 floors or more,3 rooms,floors,no,CCC,water
365,"no longer leaking, wet >1 day",2 floors or more,3 rooms,floors,contractor,FS,water
366,"no longer leaking, wet >1 day",2 floors or more,3 rooms,floors,attorney,FS,water
367,"no longer leaking, wet >1 day",2 floors or more,3 rooms,floors,public adjuster,FS,water
368,"no longer leaking, wet >1 day",2 floors or more,3 rooms,walls,no,CCC,water
369,"no longer leaking, wet >1 day",2 floors or more,3 rooms,walls,contractor,FS,water
370,"no longer leaking, wet >1 day",2 floors or more,3 rooms,walls,attorney,FS,water
371,"no longer leaking, wet >1 day",2 floors or more,3 rooms,walls,public adjuster,FS,water
372,"no longer leaking, wet >1 day",2 floors or more,3 rooms,ceiling,no,CCC,water
373,"no longer leaking, wet >1 day",2 floors or more,3 rooms,ceiling,contractor,FS,water
374,"no longer leaking, wet >1 day",2 floors or more,3 rooms,ceiling,attorney,FS,water
375,"no longer leaking, wet >1 day",2 floors or more,3 rooms,ceiling,public adjuster,FS,water
376,"no longer leaking, wet >1 day",2 floors or more,3 rooms,cabinets,no,CCC,water
377,"no longer leaking, wet >1 day",2 floors or more,3 rooms,cabinets,contractor,FS,water
378,"no longer leaking, wet >1 day",2 floors or more,3 rooms,cabinets,attorney,FS,water
379,"no longer leaking, wet >1 day",2 floors or more,3 rooms,cabinets,public adjuster,FS,water
380,"no longer leaking, wet >1 day",2 floors or more,3 rooms,vinyl floor covering,no,CCC,water
381,"no longer leaking, wet >1 day",2 floors or more,3 rooms,vinyl floor covering,contractor,FS,water
382,"no longer leaking, wet >1 day",2 floors or more,3 rooms,vinyl floor covering,attorney,FS,water
383,"no longer leaking, wet >1 day",2 floors or more,3 rooms,vinyl floor covering,public adjuster,FS,water
384,"no longer leaking, wet >1 day",2 floors or more,3 rooms,fixtures,no,CCC,water
385,"no longer leaking, wet >1 day",2 floors or more,3 rooms,fixtures,contractor,FS,water
386,"no longer leaking, wet >1 day",2 floors or more,3 rooms,fixtures,attorney,FS,water
387,"no longer leaking, wet >1 day",2 floors or more,3 rooms,fixtures,public adjuster,FS,water
388,"no longer leaking, wet >1 day",2 floors or more,3 rooms,contents (personal belongings),no,CCC,water
389,"no longer leaking, wet >1 day",2 floors or more,3 rooms,contents (personal belongings),contractor,FS,water
390,"no longer leaking, wet >1 day",2 floors or more,3 rooms,contents (personal belongings),attorney,FS,water
391,"no longer leaking, wet >1 day",2 floors or more,3 rooms,contents (personal belongings),public adjuster,FS,water
392,"no longer leaking, wet >1 day",2 floors or more,4 rooms,floors,no,CCC,water
393,"no longer leaking, wet >1 day",2 floors or more,4 rooms,floors,contractor,FS,water
394,"no longer leaking, wet >1 day",2 floors or more,4 rooms,floors,attorney,FS,water
395,"no longer leaking, wet >1 day",2 floors or more,4 rooms,floors,public adjuster,FS,water
396,"no longer leaking, wet >1 day",2 floors or more,4 rooms,walls,no,CCC,water
397,"no longer leaking, wet >1 day",2 floors or more,4 rooms,walls,contractor,FS,water
398,"no longer leaking, wet >1 day",2 floors or more,4 rooms,walls,attorney,FS,water
399,"no longer leaking, wet >1 day",2 floors or more,4 rooms,walls,public adjuster,FS,water
400,"no longer leaking, wet >1 day",2 floors or more,4 rooms,ceiling,no,CCC,water
401,"no longer leaking, wet >1 day",2 floors or more,4 rooms,ceiling,contractor,FS,water
402,"no longer leaking, wet >1 day",2 floors or more,4 rooms,ceiling,attorney,FS,water
403,"no longer leaking, wet >1 day",2 floors or more,4 rooms,ceiling,public adjuster,FS,water
404,"no longer leaking, wet >1 day",2 floors or more,4 rooms,cabinets,no,CCC,water
405,"no longer leaking, wet >1 day",2 floors or more,4 rooms,cabinets,contractor,FS,water
406,"no longer leaking, wet >1 day",2 floors or more,4 rooms,cabinets,attorney,FS,water
407,"no longer leaking, wet >1 day",2 floors or more,4 rooms,cabinets,public adjuster,FS,water
408,"no longer leaking, wet >1 day",2 floors or more,4 rooms,vinyl floor covering,no,CCC,water
409,"no longer leaking, wet >1 day",2 floors or more,4 rooms,vinyl floor covering,contractor,FS,water
410,"no longer leaking, wet >1 day",2 floors or more,4 rooms,vinyl floor covering,attorney,FS,water
411,"no longer leaking, wet >1 day",2 floors or more,4 rooms,vinyl floor covering,public adjuster,FS,water
412,"no longer leaking, wet >1 day",2 floors or more,4 rooms,fixtures,no,CCC,water
413,"no longer leaking, wet >1 day",2 floors or more,4 rooms,fixtures,contractor,FS,water
414,"no longer leaking, wet >1 day",2 floors or more,4 rooms,fixtures,attorney,FS,water
415,"no longer leaking, wet >1 day",2 floors or more,4 rooms,fixtures,public adjuster,FS,water
416,"no longer leaking, wet >1 day",2 floors or more,4 rooms,contents (personal belongings),no,CCC,water
417,"no longer leaking, wet >1 day",2 floors or more,4 rooms,contents (personal belongings),contractor,FS,water
418,"no longer leaking, wet >1 day",2 floors or more,4 rooms,contents (personal belongings),attorney,FS,water
419,"no longer leaking, wet >1 day",2 floors or more,4 rooms,contents (personal belongings),public adjuster,FS,water
420,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,floors,no,CCC,water
421,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,floors,contractor,FS,water
422,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,floors,attorney,FS,water
423,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,floors,public adjuster,FS,water
424,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,walls,no,CCC,water
425,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,walls,contractor,FS,water
426,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,walls,attorney,FS,water
427,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,walls,public adjuster,FS,water
428,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,ceiling,no,CCC,water
429,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,ceiling,contractor,FS,water
430,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,ceiling,attorney,FS,water
431,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,ceiling,public adjuster,FS,water
432,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,cabinets,no,CCC,water
433,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,cabinets,contractor,FS,water
434,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,cabinets,attorney,FS,water
435,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,cabinets,public adjuster,FS,water
436,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,vinyl floor covering,no,CCC,water
437,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,vinyl floor covering,contractor,FS,water
438,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,vinyl floor covering,attorney,FS,water
439,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,vinyl floor covering,public adjuster,FS,water
440,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,fixtures,no,CCC,water
441,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,fixtures,contractor,FS,water
442,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,fixtures,attorney,FS,water
443,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,fixtures,public adjuster,FS,water
444,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,contents (personal belongings),no,CCC,water
445,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,contents (personal belongings),contractor,FS,water
446,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,contents (personal belongings),attorney,FS,water
447,"no longer leaking, wet >1 day",2 floors or more,5 or more rooms,contents (personal belongings),public adjuster,FS,water
448,"active leak, currently wet",1 floor,1-2 rooms,floors,no,CCC,water
449,"active leak, currently wet",1 floor,1-2 rooms,floors,contractor,YGL,water
450,"active leak, currently wet",1 floor,1-2 rooms,floors,attorney,FS,water
451,"active leak, currently wet",1 floor,1-2 rooms,floors,public adjuster,FS,water
452,"active leak, currently wet",1 floor,1-2 rooms,walls,no,CCC,water
453,"active leak, currently wet",1 floor,1-2 rooms,walls,contractor,YGL,water
454,"active leak, currently wet",1 floor,1-2 rooms,walls,attorney,FS,water
455,"active leak, currently wet",1 floor,1-2 rooms,walls,public adjuster,FS,water
456,"active leak, currently wet",1 floor,1-2 rooms,ceiling,no,CCC,water
457,"active leak, currently wet",1 floor,1-2 rooms,ceiling,contractor,YGL,water
458,"active leak, currently wet",1 floor,1-2 rooms,ceiling,attorney,FS,water
459,"active leak, currently wet",1 floor,1-2 rooms,ceiling,public adjuster,FS,water
460,"active leak, currently wet",1 floor,1-2 rooms,cabinets,no,CCC,water
461,"active leak, currently wet",1 floor,1-2 rooms,cabinets,contractor,YGL,water
462,"active leak, currently wet",1 floor,1-2 rooms,cabinets,attorney,FS,water
463,"active leak, currently wet",1 floor,1-2 rooms,cabinets,public adjuster,FS,water
464,"active leak, currently wet",1 floor,1-2 rooms,vinyl floor covering,no,CCC,water
465,"active leak, currently wet",1 floor,1-2 rooms,vinyl floor covering,contractor,YGL,water
466,"active leak, currently wet",1 floor,1-2 rooms,vinyl floor covering,attorney,FS,water
467,"active leak, currently wet",1 floor,1-2 rooms,vinyl floor covering,public adjuster,FS,water
468,"active leak, currently wet",1 floor,1-2 rooms,fixtures,no,CCC,water
469,"active leak, currently wet",1 floor,1-2 rooms,fixtures,contractor,YGL,water
470,"active leak, currently wet",1 floor,1-2 rooms,fixtures,attorney,FS,water
471,"active leak, currently wet",1 floor,1-2 rooms,fixtures,public adjuster,FS,water
472,"active leak, currently wet",1 floor,1-2 rooms,contents (personal belongings),no,CCC,water
473,"active leak, currently wet",1 floor,1-2 rooms,contents (personal belongings),contractor,YGL,water
474,"active leak, currently wet",1 floor,1-2 rooms,contents (personal belongings),attorney,FS,water
475,"active leak, currently wet",1 floor,1-2 rooms,contents (personal belongings),public adjuster,FS,water
476,"active leak, currently wet",1 floor,3 rooms,floors,no,CCC,water
477,"active leak, currently wet",1 floor,3 rooms,floors,contractor,WGL,water
478,"active leak, currently wet",1 floor,3 rooms,floors,attorney,FS,water
479,"active leak, currently wet",1 floor,3 rooms,floors,public adjuster,FS,water
480,"active leak, currently wet",1 floor,3 rooms,walls,no,CCC,water
481,"active leak, currently wet",1 floor,3 rooms,walls,contractor,WGL,water
482,"active leak, currently wet",1 floor,3 rooms,walls,attorney,FS,water
483,"active leak, currently wet",1 floor,3 rooms,walls,public adjuster,FS,water
484,"active leak, currently wet",1 floor,3 rooms,ceiling,no,CCC,water
485,"active leak, currently wet",1 floor,3 rooms,ceiling,contractor,WGL,water
486,"active leak, currently wet",1 floor,3 rooms,ceiling,attorney,FS,water
487,"active leak, currently wet",1 floor,3 rooms,ceiling,public adjuster,FS,water
488,"active leak, currently wet",1 floor,3 rooms,cabinets,no,CCC,water
489,"active leak, currently wet",1 floor,3 rooms,cabinets,contractor,WGL,water
490,"active leak, currently wet",1 floor,3 rooms,cabinets,attorney,FS,water
491,"active leak, currently wet",1 floor,3 rooms,cabinets,public adjuster,FS,water
492,"active leak, currently wet",1 floor,3 rooms,vinyl floor covering,no,CCC,water
493,"active leak, currently wet",1 floor,3 rooms,vinyl floor covering,contractor,WGL,water
494,"active leak, currently wet",1 floor,3 rooms,vinyl floor covering,attorney,FS,water
495,"active leak, currently wet",1 floor,3 rooms,vinyl floor covering,public adjuster,FS,water
496,"active leak, currently wet",1 floor,3 rooms,fixtures,no,CCC,water
497,"active leak, currently wet",1 floor,3 rooms,fixtures,contractor,WGL,water
498,"active leak, currently wet",1 floor,3 rooms,fixtures,attorney,FS,water
499,"active leak, currently wet",1 floor,3 rooms,fixtures,public adjuster,FS,water
500,"active leak, currently wet",1 floor,3 rooms,contents (personal belongings),no,CCC,water
